drug,pathway,Rxn_per_pathway
Schisantherin A_removed_unused_genes,"Chondroitin sulfate degradation",0
Schisantherin A_removed_unused_genes,"Chondroitin synthesis",0
Schisantherin A_removed_unused_genes,"Citric acid cycle",0.55
Schisantherin A_removed_unused_genes,"CoA catabolism",0
Schisantherin A_removed_unused_genes,"CoA synthesis",0.0714285714285714
Schisantherin A_removed_unused_genes,"Cytochrome metabolism",0
Schisantherin A_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Schisantherin A_removed_unused_genes,"Dietary fiber binding",0
Schisantherin A_removed_unused_genes,"Drug metabolism",0.0610820244328098
Schisantherin A_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Schisantherin A_removed_unused_genes,"Exchange/demand reaction",0.0587576944599888
Schisantherin A_removed_unused_genes,"Fatty acid oxidation",0.393340270551509
Schisantherin A_removed_unused_genes,"Fatty acid synthesis",0.845188284518828
Schisantherin A_removed_unused_genes,"Folate metabolism",0.542372881355932
Schisantherin A_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Schisantherin A_removed_unused_genes,"Galactose metabolism",0.142857142857143
Schisantherin A_removed_unused_genes,"Glutamate metabolism",0.375
Schisantherin A_removed_unused_genes,"Glutathione metabolism",0.5625
Schisantherin A_removed_unused_genes,"Glycerophospholipid metabolism",0.16969696969697
Schisantherin A_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.25531914893617
Schisantherin A_removed_unused_genes,"Glycolysis/gluconeogenesis",0.642857142857143
Schisantherin A_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Schisantherin A_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Schisantherin A_removed_unused_genes,"Heme degradation",0.5
Schisantherin A_removed_unused_genes,"Heme synthesis",0.473684210526316
Schisantherin A_removed_unused_genes,"Heparan sulfate degradation",0
Schisantherin A_removed_unused_genes,"Hippurate metabolism",0
Schisantherin A_removed_unused_genes,"Histidine metabolism",0.285714285714286
Schisantherin A_removed_unused_genes,"Hyaluronan metabolism",1
Schisantherin A_removed_unused_genes,"Inositol phosphate metabolism",0.323076923076923
Schisantherin A_removed_unused_genes,"Keratan sulfate degradation",0
Schisantherin A_removed_unused_genes,"Keratan sulfate synthesis",0
Schisantherin A_removed_unused_genes,"Leukotriene metabolism",0.125
Schisantherin A_removed_unused_genes,"Limonene and pinene degradation",0
Schisantherin A_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Schisantherin A_removed_unused_genes,"Lipoate metabolism",0
Schisantherin A_removed_unused_genes,"Lysine metabolism",0.419354838709677
Schisantherin A_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Schisantherin A_removed_unused_genes,"Miscellaneous",0.282894736842105
Schisantherin A_removed_unused_genes,"N-glycan degradation",0
Schisantherin A_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Schisantherin A_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Schisantherin A_removed_unused_genes,"NAD metabolism",0.185185185185185
Schisantherin A_removed_unused_genes,"Nucleotide interconversion",0.317073170731707
Schisantherin A_removed_unused_genes,"Nucleotide metabolism",0
Schisantherin A_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Schisantherin A_removed_unused_genes,"Nucleotide sugar metabolism",0
Schisantherin A_removed_unused_genes,"O-glycan metabolism",0
Schisantherin A_removed_unused_genes,"Oxidative phosphorylation",0.6
Schisantherin A_removed_unused_genes,"Pentose phosphate pathway",0.24390243902439
Schisantherin A_removed_unused_genes,"Peptide metabolism",0
Schisantherin A_removed_unused_genes,"Phenylalanine metabolism",0.222222222222222
Schisantherin A_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Schisantherin A_removed_unused_genes,"Propanoate metabolism",0.733333333333333
Schisantherin A_removed_unused_genes,"Protein formation",0
Schisantherin A_removed_unused_genes,"Purine catabolism",0.323529411764706
Schisantherin A_removed_unused_genes,"Purine synthesis",0.8
Schisantherin A_removed_unused_genes,"Pyrimidine catabolism",0.147058823529412
Schisantherin A_removed_unused_genes,"Pyrimidine synthesis",0.571428571428571
Schisantherin A_removed_unused_genes,"Pyruvate metabolism",0.40625
Schisantherin A_removed_unused_genes,"R group synthesis",0.166666666666667
Schisantherin A_removed_unused_genes,"ROS detoxification",0.857142857142857
Schisantherin A_removed_unused_genes,"Sphingolipid metabolism",0.12781954887218
Schisantherin A_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Schisantherin A_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Schisantherin A_removed_unused_genes,"Steroid metabolism",0.111111111111111
Schisantherin A_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Schisantherin A_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Schisantherin A_removed_unused_genes,"Thiamine metabolism",0
Schisantherin A_removed_unused_genes,"Transport, endoplasmic reticular",0.23696682464455
Schisantherin A_removed_unused_genes,"Transport, extracellular",0.0769230769230769
Schisantherin A_removed_unused_genes,"Transport, golgi apparatus",0.0408163265306122
Schisantherin A_removed_unused_genes,"Transport, lysosomal",0.285714285714286
Schisantherin A_removed_unused_genes,"Transport, mitochondrial",0.280353200883002
Schisantherin A_removed_unused_genes,"Transport, nuclear",0.253521126760563
Schisantherin A_removed_unused_genes,"Transport, peroxisomal",0.227272727272727
Schisantherin A_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Schisantherin A_removed_unused_genes,"Tryptophan metabolism",0.4
Schisantherin A_removed_unused_genes,"Tyrosine metabolism",0.247311827956989
Schisantherin A_removed_unused_genes,"Ubiquinone synthesis",0
Schisantherin A_removed_unused_genes,"Urea cycle",0.225
Schisantherin A_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.377777777777778
Schisantherin A_removed_unused_genes,"Vitamin A metabolism",0
Schisantherin A_removed_unused_genes,"Vitamin B12 metabolism",0
Schisantherin A_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Schisantherin A_removed_unused_genes,"Vitamin B6 metabolism",0
Schisantherin A_removed_unused_genes,"Vitamin C metabolism",0.2
Schisantherin A_removed_unused_genes,"Vitamin D metabolism",0
Schisantherin A_removed_unused_genes,"Vitamin E metabolism",0
Schisantherin A_removed_unused_genes,"Xenobiotics metabolism",0
Schizandrin_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Schizandrin_removed_unused_genes,"Alkaloid synthesis",0
Schizandrin_removed_unused_genes,"Aminosugar metabolism",0.4375
Schizandrin_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.5
Schizandrin_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Schizandrin_removed_unused_genes,"Arginine and proline metabolism",0.275
Schizandrin_removed_unused_genes,"Beta-Alanine metabolism",0.4
Schizandrin_removed_unused_genes,"Bile acid synthesis",0.216216216216216
Schizandrin_removed_unused_genes,"Biotin metabolism",0
Schizandrin_removed_unused_genes,"Blood group synthesis",0
Schizandrin_removed_unused_genes,"Butanoate metabolism",0
Schizandrin_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Schizandrin_removed_unused_genes,"Cholesterol metabolism",0.698347107438017
Schizandrin_removed_unused_genes,"Chondroitin sulfate degradation",0
Schizandrin_removed_unused_genes,"Chondroitin synthesis",0
Schizandrin_removed_unused_genes,"Citric acid cycle",0.5
Schizandrin_removed_unused_genes,"CoA catabolism",0
Schizandrin_removed_unused_genes,"CoA synthesis",0.0714285714285714
Schizandrin_removed_unused_genes,"Cytochrome metabolism",0
Schizandrin_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Schizandrin_removed_unused_genes,"Dietary fiber binding",0
Schizandrin_removed_unused_genes,"Drug metabolism",0.075043630017452
Schizandrin_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Schizandrin_removed_unused_genes,"Exchange/demand reaction",0.0581980973698937
Schizandrin_removed_unused_genes,"Fatty acid oxidation",0.31633714880333
Schizandrin_removed_unused_genes,"Fatty acid synthesis",0.828451882845188
Schizandrin_removed_unused_genes,"Folate metabolism",0.254237288135593
Schizandrin_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Schizandrin_removed_unused_genes,"Galactose metabolism",0.142857142857143
Schizandrin_removed_unused_genes,"Glutamate metabolism",0.4375
Schizandrin_removed_unused_genes,"Glutathione metabolism",0.5
Schizandrin_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Schizandrin_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.25531914893617
Schizandrin_removed_unused_genes,"Glycolysis/gluconeogenesis",0.642857142857143
Schizandrin_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Schizandrin_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Schizandrin_removed_unused_genes,"Heme degradation",0.5
Schizandrin_removed_unused_genes,"Heme synthesis",0.473684210526316
Schizandrin_removed_unused_genes,"Heparan sulfate degradation",0
Schizandrin_removed_unused_genes,"Hippurate metabolism",0
Schizandrin_removed_unused_genes,"Histidine metabolism",0.285714285714286
Schizandrin_removed_unused_genes,"Hyaluronan metabolism",1
Schizandrin_removed_unused_genes,"Inositol phosphate metabolism",0.276923076923077
Schizandrin_removed_unused_genes,"Keratan sulfate degradation",0
Schizandrin_removed_unused_genes,"Keratan sulfate synthesis",0
Schizandrin_removed_unused_genes,"Leukotriene metabolism",0.125
Schizandrin_removed_unused_genes,"Limonene and pinene degradation",0
Schizandrin_removed_unused_genes,"Linoleate metabolism",0.111111111111111
Schizandrin_removed_unused_genes,"Lipoate metabolism",0
Schizandrin_removed_unused_genes,"Lysine metabolism",0.32258064516129
Schizandrin_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Schizandrin_removed_unused_genes,"Miscellaneous",0.302631578947368
Schizandrin_removed_unused_genes,"N-glycan degradation",0
Schizandrin_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Schizandrin_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Schizandrin_removed_unused_genes,"NAD metabolism",0.185185185185185
Schizandrin_removed_unused_genes,"Nucleotide interconversion",0.310975609756098
Schizandrin_removed_unused_genes,"Nucleotide metabolism",0
Schizandrin_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Schizandrin_removed_unused_genes,"Nucleotide sugar metabolism",0
Schizandrin_removed_unused_genes,"O-glycan metabolism",0
Schizandrin_removed_unused_genes,"Oxidative phosphorylation",0.7
Schizandrin_removed_unused_genes,"Pentose phosphate pathway",0.292682926829268
Schizandrin_removed_unused_genes,"Peptide metabolism",0
Schizandrin_removed_unused_genes,"Phenylalanine metabolism",0.222222222222222
Schizandrin_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Schizandrin_removed_unused_genes,"Propanoate metabolism",0.8
Schizandrin_removed_unused_genes,"Protein formation",0
Schizandrin_removed_unused_genes,"Purine catabolism",0.294117647058824
Schizandrin_removed_unused_genes,"Purine synthesis",0.8
Schizandrin_removed_unused_genes,"Pyrimidine catabolism",0.176470588235294
Schizandrin_removed_unused_genes,"Pyrimidine synthesis",0.523809523809524
Schizandrin_removed_unused_genes,"Pyruvate metabolism",0.40625
Schizandrin_removed_unused_genes,"R group synthesis",0.166666666666667
Schizandrin_removed_unused_genes,"ROS detoxification",0.857142857142857
Schizandrin_removed_unused_genes,"Sphingolipid metabolism",0.135338345864662
Schizandrin_removed_unused_genes,"Squalene and cholesterol synthesis",1
Schizandrin_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Schizandrin_removed_unused_genes,"Steroid metabolism",0.211111111111111
Schizandrin_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Schizandrin_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Schizandrin_removed_unused_genes,"Thiamine metabolism",0
Schizandrin_removed_unused_genes,"Transport, endoplasmic reticular",0.194312796208531
Schizandrin_removed_unused_genes,"Transport, extracellular",0.0407239819004525
Schizandrin_removed_unused_genes,"Transport, golgi apparatus",0.0408163265306122
Schizandrin_removed_unused_genes,"Transport, lysosomal",0.219047619047619
Schizandrin_removed_unused_genes,"Transport, mitochondrial",0.242825607064018
Schizandrin_removed_unused_genes,"Transport, nuclear",0.253521126760563
Schizandrin_removed_unused_genes,"Transport, peroxisomal",0.25974025974026
Schizandrin_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Schizandrin_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Schizandrin_removed_unused_genes,"Tyrosine metabolism",0.311827956989247
Schizandrin_removed_unused_genes,"Ubiquinone synthesis",0
Schizandrin_removed_unused_genes,"Urea cycle",0.225
Schizandrin_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.311111111111111
Schizandrin_removed_unused_genes,"Vitamin A metabolism",0
Schizandrin_removed_unused_genes,"Vitamin B12 metabolism",0
Schizandrin_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Schizandrin_removed_unused_genes,"Vitamin B6 metabolism",0
Schizandrin_removed_unused_genes,"Vitamin C metabolism",0.3
Schizandrin_removed_unused_genes,"Vitamin D metabolism",0
Schizandrin_removed_unused_genes,"Vitamin E metabolism",0
Schizandrin_removed_unused_genes,"Xenobiotics metabolism",0
Scutellarein_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Scutellarein_removed_unused_genes,"Alkaloid synthesis",0
Scutellarein_removed_unused_genes,"Aminosugar metabolism",0.5
Scutellarein_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.192307692307692
Scutellarein_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Scutellarein_removed_unused_genes,"Arginine and proline metabolism",0.275
Scutellarein_removed_unused_genes,"Beta-Alanine metabolism",0.4
Scutellarein_removed_unused_genes,"Bile acid synthesis",0.0864864864864865
Scutellarein_removed_unused_genes,"Biotin metabolism",0
Scutellarein_removed_unused_genes,"Blood group synthesis",0
Scutellarein_removed_unused_genes,"Butanoate metabolism",0
Scutellarein_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Scutellarein_removed_unused_genes,"Cholesterol metabolism",0.450413223140496
Scutellarein_removed_unused_genes,"Chondroitin sulfate degradation",0
Scutellarein_removed_unused_genes,"Chondroitin synthesis",0.444444444444444
Scutellarein_removed_unused_genes,"Citric acid cycle",0.55
Scutellarein_removed_unused_genes,"CoA catabolism",0
Scutellarein_removed_unused_genes,"CoA synthesis",0.0714285714285714
Scutellarein_removed_unused_genes,"Cytochrome metabolism",0
Scutellarein_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Scutellarein_removed_unused_genes,"Dietary fiber binding",0
Scutellarein_removed_unused_genes,"Drug metabolism",0.0610820244328098
Scutellarein_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Scutellarein_removed_unused_genes,"Exchange/demand reaction",0.0576385002797985
Scutellarein_removed_unused_genes,"Fatty acid oxidation",0.351716961498439
Scutellarein_removed_unused_genes,"Fatty acid synthesis",0.828451882845188
Scutellarein_removed_unused_genes,"Folate metabolism",0.254237288135593
Scutellarein_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Scutellarein_removed_unused_genes,"Galactose metabolism",0.142857142857143
Scutellarein_removed_unused_genes,"Glutamate metabolism",0.375
Scutellarein_removed_unused_genes,"Glutathione metabolism",0.625
Scutellarein_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Scutellarein_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.276595744680851
Scutellarein_removed_unused_genes,"Glycolysis/gluconeogenesis",0.666666666666667
Scutellarein_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Scutellarein_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Scutellarein_removed_unused_genes,"Heme degradation",0.5
Scutellarein_removed_unused_genes,"Heme synthesis",0.473684210526316
Scutellarein_removed_unused_genes,"Heparan sulfate degradation",0
Scutellarein_removed_unused_genes,"Hippurate metabolism",0
Scutellarein_removed_unused_genes,"Histidine metabolism",0.571428571428571
Scutellarein_removed_unused_genes,"Hyaluronan metabolism",1
Scutellarein_removed_unused_genes,"Inositol phosphate metabolism",0.384615384615385
Scutellarein_removed_unused_genes,"Keratan sulfate degradation",0
Scutellarein_removed_unused_genes,"Keratan sulfate synthesis",0
Scutellarein_removed_unused_genes,"Leukotriene metabolism",0.125
Scutellarein_removed_unused_genes,"Limonene and pinene degradation",0
Scutellarein_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Scutellarein_removed_unused_genes,"Lipoate metabolism",0
Scutellarein_removed_unused_genes,"Lysine metabolism",0.32258064516129
Scutellarein_removed_unused_genes,"Methionine and cysteine metabolism",0.347826086956522
Scutellarein_removed_unused_genes,"Miscellaneous",0.355263157894737
Scutellarein_removed_unused_genes,"N-glycan degradation",0
Scutellarein_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Scutellarein_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Scutellarein_removed_unused_genes,"NAD metabolism",0.185185185185185
Scutellarein_removed_unused_genes,"Nucleotide interconversion",0.323170731707317
Scutellarein_removed_unused_genes,"Nucleotide metabolism",0
Scutellarein_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Scutellarein_removed_unused_genes,"Nucleotide sugar metabolism",0
Scutellarein_removed_unused_genes,"O-glycan metabolism",0
Scutellarein_removed_unused_genes,"Oxidative phosphorylation",0.8
Scutellarein_removed_unused_genes,"Pentose phosphate pathway",0.24390243902439
Scutellarein_removed_unused_genes,"Peptide metabolism",0
Scutellarein_removed_unused_genes,"Phenylalanine metabolism",0.222222222222222
Scutellarein_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.075
Scutellarein_removed_unused_genes,"Propanoate metabolism",0.8
Scutellarein_removed_unused_genes,"Protein formation",0
Scutellarein_removed_unused_genes,"Purine catabolism",0.352941176470588
Scutellarein_removed_unused_genes,"Purine synthesis",0.8
Scutellarein_removed_unused_genes,"Pyrimidine catabolism",0.205882352941176
Scutellarein_removed_unused_genes,"Pyrimidine synthesis",0.476190476190476
Scutellarein_removed_unused_genes,"Pyruvate metabolism",0.40625
Scutellarein_removed_unused_genes,"R group synthesis",0.166666666666667
Scutellarein_removed_unused_genes,"ROS detoxification",0.857142857142857
Scutellarein_removed_unused_genes,"Sphingolipid metabolism",0.18796992481203
Scutellarein_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Scutellarein_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Scutellarein_removed_unused_genes,"Steroid metabolism",0.0888888888888889
Scutellarein_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Scutellarein_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.222222222222222
Scutellarein_removed_unused_genes,"Thiamine metabolism",0
Scutellarein_removed_unused_genes,"Transport, endoplasmic reticular",0.165876777251185
Scutellarein_removed_unused_genes,"Transport, extracellular",0.081447963800905
Scutellarein_removed_unused_genes,"Transport, golgi apparatus",0.153061224489796
Scutellarein_removed_unused_genes,"Transport, lysosomal",0.2
Scutellarein_removed_unused_genes,"Transport, mitochondrial",0.271523178807947
Scutellarein_removed_unused_genes,"Transport, nuclear",0.23943661971831
Scutellarein_removed_unused_genes,"Transport, peroxisomal",0.194805194805195
Scutellarein_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Scutellarein_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Scutellarein_removed_unused_genes,"Tyrosine metabolism",0.258064516129032
Scutellarein_removed_unused_genes,"Ubiquinone synthesis",0
Scutellarein_removed_unused_genes,"Urea cycle",0.225
Scutellarein_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Scutellarein_removed_unused_genes,"Vitamin A metabolism",0
Scutellarein_removed_unused_genes,"Vitamin B12 metabolism",0
Scutellarein_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Scutellarein_removed_unused_genes,"Vitamin B6 metabolism",0
Scutellarein_removed_unused_genes,"Vitamin C metabolism",0.2
Scutellarein_removed_unused_genes,"Vitamin D metabolism",0
Scutellarein_removed_unused_genes,"Vitamin E metabolism",0
Scutellarein_removed_unused_genes,"Xenobiotics metabolism",0
Sennoside A_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Sennoside A_removed_unused_genes,"Alkaloid synthesis",0
Sennoside A_removed_unused_genes,"Aminosugar metabolism",0.53125
Sennoside A_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.423076923076923
Sennoside A_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Sennoside A_removed_unused_genes,"Arginine and proline metabolism",0.275
Sennoside A_removed_unused_genes,"Beta-Alanine metabolism",0.4
Sennoside A_removed_unused_genes,"Bile acid synthesis",0.205405405405405
Sennoside A_removed_unused_genes,"Biotin metabolism",0
Sennoside A_removed_unused_genes,"Blood group synthesis",0
Sennoside A_removed_unused_genes,"Butanoate metabolism",0
Sennoside A_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Sennoside A_removed_unused_genes,"Cholesterol metabolism",0.433884297520661
Sennoside A_removed_unused_genes,"Chondroitin sulfate degradation",0
Sennoside A_removed_unused_genes,"Chondroitin synthesis",0.444444444444444
Sennoside A_removed_unused_genes,"Citric acid cycle",0.6
Sennoside A_removed_unused_genes,"CoA catabolism",0
Sennoside A_removed_unused_genes,"CoA synthesis",0.0714285714285714
Sennoside A_removed_unused_genes,"Cytochrome metabolism",0
Sennoside A_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Sennoside A_removed_unused_genes,"Dietary fiber binding",0
Sennoside A_removed_unused_genes,"Drug metabolism",0.0610820244328098
Sennoside A_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Sennoside A_removed_unused_genes,"Exchange/demand reaction",0.0598768886401791
Sennoside A_removed_unused_genes,"Fatty acid oxidation",0.328824141519251
Sennoside A_removed_unused_genes,"Fatty acid synthesis",0.841004184100418
Sennoside A_removed_unused_genes,"Folate metabolism",0.254237288135593
Sennoside A_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Sennoside A_removed_unused_genes,"Galactose metabolism",0.142857142857143
Sennoside A_removed_unused_genes,"Glutamate metabolism",0.3125
Sennoside A_removed_unused_genes,"Glutathione metabolism",0.625
Sennoside A_removed_unused_genes,"Glycerophospholipid metabolism",0.175757575757576
Sennoside A_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.340425531914894
Sennoside A_removed_unused_genes,"Glycolysis/gluconeogenesis",0.642857142857143
Sennoside A_removed_unused_genes,"Glycosphingolipid metabolism",0.197183098591549
Sennoside A_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Sennoside A_removed_unused_genes,"Heme degradation",0.5
Sennoside A_removed_unused_genes,"Heme synthesis",0.473684210526316
Sennoside A_removed_unused_genes,"Heparan sulfate degradation",0
Sennoside A_removed_unused_genes,"Hippurate metabolism",0
Sennoside A_removed_unused_genes,"Histidine metabolism",0.285714285714286
Sennoside A_removed_unused_genes,"Hyaluronan metabolism",1
Sennoside A_removed_unused_genes,"Inositol phosphate metabolism",0.276923076923077
Sennoside A_removed_unused_genes,"Keratan sulfate degradation",0
Sennoside A_removed_unused_genes,"Keratan sulfate synthesis",0
Sennoside A_removed_unused_genes,"Leukotriene metabolism",0.125
Sennoside A_removed_unused_genes,"Limonene and pinene degradation",0
Sennoside A_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Sennoside A_removed_unused_genes,"Lipoate metabolism",0
Sennoside A_removed_unused_genes,"Lysine metabolism",0.32258064516129
Sennoside A_removed_unused_genes,"Methionine and cysteine metabolism",0.347826086956522
Sennoside A_removed_unused_genes,"Miscellaneous",0.309210526315789
Sennoside A_removed_unused_genes,"N-glycan degradation",0
Sennoside A_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Sennoside A_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Sennoside A_removed_unused_genes,"NAD metabolism",0.185185185185185
Sennoside A_removed_unused_genes,"Nucleotide interconversion",0.329268292682927
Sennoside A_removed_unused_genes,"Nucleotide metabolism",0
Sennoside A_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Sennoside A_removed_unused_genes,"Nucleotide sugar metabolism",0
Sennoside A_removed_unused_genes,"O-glycan metabolism",0
Sennoside A_removed_unused_genes,"Oxidative phosphorylation",0.6
Sennoside A_removed_unused_genes,"Pentose phosphate pathway",0.365853658536585
Sennoside A_removed_unused_genes,"Peptide metabolism",0
Sennoside A_removed_unused_genes,"Phenylalanine metabolism",0.194444444444444
Sennoside A_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Sennoside A_removed_unused_genes,"Propanoate metabolism",0.8
Sennoside A_removed_unused_genes,"Protein formation",0
Sennoside A_removed_unused_genes,"Purine catabolism",0.323529411764706
Sennoside A_removed_unused_genes,"Purine synthesis",0.8
Sennoside A_removed_unused_genes,"Pyrimidine catabolism",0.176470588235294
Sennoside A_removed_unused_genes,"Pyrimidine synthesis",0.523809523809524
Sennoside A_removed_unused_genes,"Pyruvate metabolism",0.40625
Sennoside A_removed_unused_genes,"R group synthesis",0.166666666666667
Sennoside A_removed_unused_genes,"ROS detoxification",0.857142857142857
Sennoside A_removed_unused_genes,"Sphingolipid metabolism",0.203007518796992
Sennoside A_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Sennoside A_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Sennoside A_removed_unused_genes,"Steroid metabolism",0.188888888888889
Sennoside A_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Sennoside A_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Sennoside A_removed_unused_genes,"Thiamine metabolism",0
Sennoside A_removed_unused_genes,"Transport, endoplasmic reticular",0.18957345971564
Sennoside A_removed_unused_genes,"Transport, extracellular",0.0791855203619909
Sennoside A_removed_unused_genes,"Transport, golgi apparatus",0.173469387755102
Sennoside A_removed_unused_genes,"Transport, lysosomal",0.219047619047619
Sennoside A_removed_unused_genes,"Transport, mitochondrial",0.242825607064018
Sennoside A_removed_unused_genes,"Transport, nuclear",0.23943661971831
Sennoside A_removed_unused_genes,"Transport, peroxisomal",0.24025974025974
Sennoside A_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Sennoside A_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Sennoside A_removed_unused_genes,"Tyrosine metabolism",0.21505376344086
Sennoside A_removed_unused_genes,"Ubiquinone synthesis",0
Sennoside A_removed_unused_genes,"Urea cycle",0.225
Sennoside A_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Sennoside A_removed_unused_genes,"Vitamin A metabolism",0
Sennoside A_removed_unused_genes,"Vitamin B12 metabolism",0
Sennoside A_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Sennoside A_removed_unused_genes,"Vitamin B6 metabolism",0
Sennoside A_removed_unused_genes,"Vitamin C metabolism",0.3
Sennoside A_removed_unused_genes,"Vitamin D metabolism",0
Sennoside A_removed_unused_genes,"Vitamin E metabolism",0.4
Sennoside A_removed_unused_genes,"Xenobiotics metabolism",0
Silybin_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Silybin_removed_unused_genes,"Alkaloid synthesis",0
Silybin_removed_unused_genes,"Aminosugar metabolism",0.4375
Silybin_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.423076923076923
Silybin_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Silybin_removed_unused_genes,"Arginine and proline metabolism",0.275
Silybin_removed_unused_genes,"Beta-Alanine metabolism",0.4
Silybin_removed_unused_genes,"Bile acid synthesis",0.113513513513514
Silybin_removed_unused_genes,"Biotin metabolism",0
